file,start,end,marker,streak_start,streak_end
88_1.c3d,1,1204,RCA,1,201
88_1.c3d,1,1204,RCA,896,1204
88_1.c3d,1,1204,LGT,1,185
88_1.c3d,1,1204,LGT,898,1204
88_1.c3d,1,1204,LLE,1,193
88_1.c3d,1,1204,LLE,881,1204
172_6.c3d,209,650,LGT,209,210
172_8.c3d,338,769,RFM,766,769
172_8.c3d,338,769,LASIS,766,769
172_8.c3d,338,769,RGT,766,769
172_8.c3d,338,769,RUL,766,769
172_8.c3d,338,769,RLE,766,769
172_8.c3d,338,769,LA,766,769
172_8.c3d,338,769,RPSIS,766,769
172_8.c3d,338,769,LUL,766,769
172_8.c3d,338,769,REP,766,769
172_8.c3d,338,769,LCA,766,769
172_8.c3d,338,769,LEP,766,769
172_8.c3d,338,769,LFM,766,769
172_8.c3d,338,769,RA,766,769
172_8.c3d,338,769,RASIS,766,769
172_8.c3d,338,769,LPSIS,766,769
172_8.c3d,338,769,C7,766,769
172_8.c3d,338,769,RCA,766,769
172_8.c3d,338,769,LGT,766,769
172_8.c3d,338,769,LLE,766,769
74_3.c3d,55,400,RPSIS,55,56
74_3.c3d,55,400,LEP,395,400
74_3.c3d,55,400,LPSIS,55,56
74_3.c3d,55,400,C7,55,55
12_4.c3d,760,1485,RLE,760,792
43_3.c3d,212,835,RGT,212,214
113_4.c3d,1,724,RFM,1,208
113_4.c3d,1,724,RFM,578,724
113_4.c3d,1,724,RLE,1,208
113_4.c3d,1,724,RLE,597,724
113_4.c3d,1,724,LASIS,1,212
113_4.c3d,1,724,LASIS,619,724
113_4.c3d,1,724,RGT,1,216
113_4.c3d,1,724,RGT,595,724
113_4.c3d,1,724,RUL,1,218
113_4.c3d,1,724,RUL,603,724
113_4.c3d,1,724,LUL,1,204
113_4.c3d,1,724,LUL,582,724
113_4.c3d,1,724,LA,1,143
113_4.c3d,1,724,LA,609,724
113_4.c3d,1,724,RPSIS,1,149
113_4.c3d,1,724,RPSIS,603,724
113_4.c3d,1,724,LGT,1,161
113_4.c3d,1,724,LGT,602,724
113_4.c3d,1,724,REP,1,196
113_4.c3d,1,724,REP,615,724
113_4.c3d,1,724,RASIS,1,212
113_4.c3d,1,724,RASIS,603,724
113_4.c3d,1,724,LEP,1,161
113_4.c3d,1,724,LEP,664,724
113_4.c3d,1,724,LFM,1,156
113_4.c3d,1,724,RA,1,120
113_4.c3d,1,724,LCA,1,159
113_4.c3d,1,724,LCA,656,724
113_4.c3d,1,724,LPSIS,1,152
113_4.c3d,1,724,LPSIS,629,724
113_4.c3d,1,724,C7,1,172
113_4.c3d,1,724,C7,585,724
113_4.c3d,1,724,RCA,1,212
113_4.c3d,1,724,RCA,601,724
113_4.c3d,1,724,LLE,1,151
113_4.c3d,1,724,LLE,641,724
103_6.c3d,261,582,LPSIS,261,262
103_6.c3d,261,582,RASIS,261,262
100_1.c3d,174,514,LFM,174,176
9_6.c3d,101,2575,LFM,101,1319
143_1.c3d,29,495,LCA,29,30
158_6.c3d,316,686,C7,658,686
74_1.c3d,107,667,RLE,107,119
74_1.c3d,107,667,LEP,107,137
74_1.c3d,107,667,C7,107,113
74_1.c3d,107,667,C7,662,667
83_4.c3d,48,1004,LCA,48,51
149_4.c3d,150,763,LASIS,749,763
149_4.c3d,150,763,RGT,741,763
149_4.c3d,150,763,LA,758,763
149_4.c3d,150,763,LFM,682,763
149_4.c3d,150,763,LEP,703,763
149_4.c3d,150,763,RPSIS,739,763
149_4.c3d,150,763,LLE,750,763
149_4.c3d,150,763,RASIS,739,763
149_4.c3d,150,763,LPSIS,743,763
149_4.c3d,150,763,C7,722,763
149_4.c3d,150,763,LGT,748,763
150_6.c3d,39,432,RPSIS,39,53
150_6.c3d,39,432,C7,39,62
150_6.c3d,39,432,LLE,418,432
150_6.c3d,39,432,LPSIS,39,53
150_6.c3d,39,432,LUL,415,432
150_6.c3d,39,432,LGT,423,432
60_4.c3d,222,741,LGT,740,741
101_6.c3d,241,634,RPSIS,619,634
101_6.c3d,241,634,LPSIS,619,634
133_4.c3d,1,354,LUL,352,354
133_4.c3d,1,354,C7,1,2
133_4.c3d,1,354,LGT,352,354
69_5.c3d,327,880,C7,855,880
173_8.c3d,25,800,LEP,25,26
173_8.c3d,25,800,C7,794,800
173_8.c3d,25,800,LCA,25,26
146_1.c3d,140,610,RGT,140,160
146_1.c3d,140,610,RGT,582,610
39_3.c3d,1,398,LEP,384,398
39_3.c3d,1,398,LGT,396,398
171_1.c3d,181,503,LUL,480,503
171_1.c3d,181,503,C7,477,503
171_1.c3d,181,503,LGT,493,503
104_2.c3d,234,688,LFM,674,688
104_2.c3d,234,688,C7,655,688
104_2.c3d,234,688,RGT,649,688
104_2.c3d,234,688,RUL,681,688
165_5.c3d,339,804,LGT,339,575
23_3.c3d,434,1269,C7,434,434
77_7.c3d,237,753,RPSIS,752,753
77_7.c3d,237,753,LPSIS,752,753
77_7.c3d,237,753,C7,753,753
77_7.c3d,237,753,LCA,237,243
129_4.c3d,250,582,C7,580,582
44_2.c3d,478,923,C7,922,923
176_8.c3d,305,872,RUL,305,311
86_1.c3d,383,699,C7,696,699
58_5.c3d,211,606,C7,601,606
58_5.c3d,211,606,RGT,211,521
58_5.c3d,211,606,LUL,604,606
124_6.c3d,148,675,LUL,660,675
107_5.c3d,18,287,C7,18,19
127_1.c3d,124,419,LUL,419,419
10_1.c3d,1657,3193,LGT,1657,1660
157_1.c3d,1,884,LASIS,1,216
157_1.c3d,1,884,RGT,1,240
157_1.c3d,1,884,RGT,787,884
157_1.c3d,1,884,C7,1,180
157_1.c3d,1,884,C7,719,884
157_1.c3d,1,884,RUL,1,140
157_1.c3d,1,884,LA,1,180
157_1.c3d,1,884,RLE,1,168
157_1.c3d,1,884,RLE,839,884
157_1.c3d,1,884,LGT,1,169
157_1.c3d,1,884,LGT,782,884
157_1.c3d,1,884,REP,1,145
157_1.c3d,1,884,REP,793,884
157_1.c3d,1,884,RASIS,1,222
157_1.c3d,1,884,RASIS,799,884
157_1.c3d,1,884,RPSIS,1,217
157_1.c3d,1,884,RPSIS,758,884
157_1.c3d,1,884,LEP,1,166
157_1.c3d,1,884,LFM,1,176
157_1.c3d,1,884,RA,1,136
157_1.c3d,1,884,LCA,1,169
157_1.c3d,1,884,LCA,816,884
157_1.c3d,1,884,LPSIS,1,222
157_1.c3d,1,884,LPSIS,758,884
157_1.c3d,1,884,LUL,1,162
157_1.c3d,1,884,RCA,1,141
157_1.c3d,1,884,RCA,758,884
157_1.c3d,1,884,RFM,1,138
157_1.c3d,1,884,LLE,1,141
76_3.c3d,447,880,RGT,447,461
48_3.c3d,203,678,RGT,677,678
27_4.c3d,123,578,LUL,123,126
172_4.c3d,235,676,LASIS,676,676
172_4.c3d,235,676,LPSIS,676,676
172_4.c3d,235,676,C7,676,676
121_3.c3d,95,477,C7,471,477
113_5.c3d,1,574,RFM,1,95
113_5.c3d,1,574,RFM,493,574
113_5.c3d,1,574,LASIS,1,82
113_5.c3d,1,574,LASIS,488,574
113_5.c3d,1,574,RGT,1,34
113_5.c3d,1,574,RGT,519,574
113_5.c3d,1,574,RUL,1,62
113_5.c3d,1,574,RUL,525,574
113_5.c3d,1,574,LA,524,574
113_5.c3d,1,574,RLE,1,42
113_5.c3d,1,574,RLE,491,574
113_5.c3d,1,574,LUL,488,574
113_5.c3d,1,574,REP,528,574
113_5.c3d,1,574,RASIS,1,82
113_5.c3d,1,574,RASIS,515,574
113_5.c3d,1,574,RPSIS,488,574
113_5.c3d,1,574,LEP,512,574
113_5.c3d,1,574,LFM,1,50
113_5.c3d,1,574,LFM,539,574
113_5.c3d,1,574,LGT,1,74
113_5.c3d,1,574,LGT,486,574
113_5.c3d,1,574,LCA,1,55
113_5.c3d,1,574,LCA,497,574
113_5.c3d,1,574,LPSIS,499,574
113_5.c3d,1,574,C7,487,574
113_5.c3d,1,574,RCA,1,79
113_5.c3d,1,574,RCA,492,574
113_5.c3d,1,574,LLE,1,51
113_5.c3d,1,574,LLE,485,574
113_5.c3d,1,574,RA,520,574
96_4.c3d,1,1082,LASIS,1,132
96_4.c3d,1,1082,LASIS,960,1082
96_4.c3d,1,1082,RGT,1,105
96_4.c3d,1,1082,RGT,952,1082
96_4.c3d,1,1082,RUL,1048,1082
96_4.c3d,1,1082,RLE,1,134
96_4.c3d,1,1082,RLE,1064,1082
96_4.c3d,1,1082,LA,931,1082
96_4.c3d,1,1082,RPSIS,1,3
96_4.c3d,1,1082,RPSIS,979,1082
96_4.c3d,1,1082,LUL,942,1082
96_4.c3d,1,1082,LGT,943,1082
96_4.c3d,1,1082,RASIS,1,132
96_4.c3d,1,1082,RASIS,951,1082
96_4.c3d,1,1082,REP,974,1082
96_4.c3d,1,1082,LEP,983,1082
96_4.c3d,1,1082,LFM,1,99
96_4.c3d,1,1082,LFM,1000,1082
96_4.c3d,1,1082,RA,1,139
96_4.c3d,1,1082,RA,1044,1082
96_4.c3d,1,1082,LCA,1,14
96_4.c3d,1,1082,LCA,999,1082
96_4.c3d,1,1082,LPSIS,951,1082
96_4.c3d,1,1082,C7,1,139
96_4.c3d,1,1082,C7,931,1082
96_4.c3d,1,1082,RCA,1,96
96_4.c3d,1,1082,RCA,1051,1082
96_4.c3d,1,1082,LLE,1,79
96_4.c3d,1,1082,LLE,931,1082
51_1.c3d,139,530,RGT,139,141
118_7.c3d,213,600,LCA,213,213
72_7.c3d,444,786,LUL,776,786
157_2.c3d,1,958,LASIS,1,62
157_2.c3d,1,958,LASIS,706,958
157_2.c3d,1,958,RGT,1,16
157_2.c3d,1,958,RGT,734,958
157_2.c3d,1,958,RUL,1,125
157_2.c3d,1,958,RUL,753,958
157_2.c3d,1,958,LA,1,21
157_2.c3d,1,958,LA,812,958
157_2.c3d,1,958,RLE,1,117
157_2.c3d,1,958,RLE,779,958
157_2.c3d,1,958,LUL,1,65
157_2.c3d,1,958,LUL,776,958
157_2.c3d,1,958,REP,811,958
157_2.c3d,1,958,LCA,740,958
157_2.c3d,1,958,RA,792,958
157_2.c3d,1,958,LEP,799,958
157_2.c3d,1,958,RPSIS,757,958
157_2.c3d,1,958,RFM,1,87
157_2.c3d,1,958,RFM,748,958
157_2.c3d,1,958,RASIS,1,62
157_2.c3d,1,958,RASIS,722,958
157_2.c3d,1,958,LFM,799,958
157_2.c3d,1,958,LPSIS,1,17
157_2.c3d,1,958,LPSIS,706,958
157_2.c3d,1,958,C7,1,21
157_2.c3d,1,958,C7,736,958
157_2.c3d,1,958,RCA,1,134
157_2.c3d,1,958,RCA,767,958
157_2.c3d,1,958,LGT,1,43
157_2.c3d,1,958,LGT,740,958
157_2.c3d,1,958,LLE,1,118
157_2.c3d,1,958,LLE,763,958
124_3.c3d,109,750,LUL,735,750
86_2.c3d,576,915,RGT,915,915
86_2.c3d,576,915,C7,915,915
86_2.c3d,576,915,LCA,905,915
44_3.c3d,350,782,C7,778,782
98_6.c3d,166,795,REP,166,167
77_1.c3d,130,610,LASIS,520,610
77_1.c3d,130,610,RUL,514,610
77_1.c3d,130,610,RPSIS,520,610
77_1.c3d,130,610,C7,494,610
77_1.c3d,130,610,LPSIS,543,610
77_1.c3d,130,610,LUL,523,610
60_5.c3d,280,759,LGT,737,759
166_8.c3d,124,458,LASIS,124,136
166_8.c3d,124,458,RASIS,124,136
157_11.c3d,1,476,LASIS,318,476
157_11.c3d,1,476,RUL,312,476
157_11.c3d,1,476,LA,400,476
157_11.c3d,1,476,LFM,413,476
157_11.c3d,1,476,LUL,382,476
157_11.c3d,1,476,LCA,372,476
157_11.c3d,1,476,RPSIS,446,476
157_11.c3d,1,476,LEP,446,476
157_11.c3d,1,476,RLE,426,476
157_11.c3d,1,476,LLE,410,476
157_11.c3d,1,476,RFM,403,476
157_11.c3d,1,476,RASIS,329,476
157_11.c3d,1,476,LPSIS,318,476
157_11.c3d,1,476,C7,313,476
157_11.c3d,1,476,RCA,328,476
157_11.c3d,1,476,LGT,376,476
157_11.c3d,1,476,RA,404,476
93_5.c3d,693,1676,LUL,1674,1676
111_1.c3d,362,910,C7,910,910
169_1.c3d,291,757,LASIS,756,757
169_1.c3d,291,757,LPSIS,756,757
151_2.c3d,281,694,LUL,693,694
26_1.c3d,263,563,C7,563,563
36_1.c3d,296,924,RUL,924,924
2_4.c3d,543,1779,LFM,1740,1779
2_4.c3d,543,1779,C7,1742,1779
2_4.c3d,543,1779,RGT,543,544
2_4.c3d,543,1779,RGT,1764,1779
2_4.c3d,543,1779,LGT,543,593
2_4.c3d,543,1779,LGT,1689,1779
109_1.c3d,279,588,RPSIS,318,318
109_1.c3d,279,588,RPSIS,339,342
109_1.c3d,279,588,LPSIS,318,318
109_1.c3d,279,588,LPSIS,339,342
109_1.c3d,279,588,C7,305,347
109_1.c3d,279,588,C7,459,479
109_1.c3d,279,588,C7,488,499
109_1.c3d,279,588,C7,512,516
109_1.c3d,279,588,C7,519,519
109_1.c3d,279,588,C7,553,553
109_1.c3d,279,588,C7,555,556
109_1.c3d,279,588,C7,558,558
109_1.c3d,279,588,C7,560,560
109_1.c3d,279,588,C7,562,562
109_1.c3d,279,588,C7,564,564
109_1.c3d,279,588,C7,566,567
109_1.c3d,279,588,RFM,285,296
109_1.c3d,279,588,RFM,299,302
109_1.c3d,279,588,RFM,362,362
158_3.c3d,270,560,C7,555,560
144_4.c3d,203,878,LGT,877,878
96_3.c3d,1,784,LASIS,716,784
96_3.c3d,1,784,RGT,1,2
96_3.c3d,1,784,RGT,707,784
96_3.c3d,1,784,RPSIS,746,784
96_3.c3d,1,784,LUL,690,784
96_3.c3d,1,784,REP,755,784
96_3.c3d,1,784,LCA,763,784
96_3.c3d,1,784,LEP,775,784
96_3.c3d,1,784,RASIS,755,784
96_3.c3d,1,784,LPSIS,716,784
96_3.c3d,1,784,C7,690,784
96_3.c3d,1,784,LGT,1,1
30_4.c3d,111,1023,LGT,1023,1023
146_5.c3d,77,484,RLE,77,86
113_3.c3d,161,562,RPSIS,161,172
113_3.c3d,161,562,RPSIS,545,562
113_3.c3d,161,562,LASIS,161,175
113_3.c3d,161,562,LASIS,545,562
113_3.c3d,161,562,LPSIS,161,175
113_3.c3d,161,562,LPSIS,557,562
113_3.c3d,161,562,C7,161,166
113_3.c3d,161,562,C7,544,562
113_3.c3d,161,562,LGT,537,562
25_1.c3d,319,795,LEP,356,356
25_1.c3d,319,795,LEP,696,696
25_1.c3d,319,795,LEP,704,704
25_1.c3d,319,795,C7,654,655
25_1.c3d,319,795,C7,657,669
25_1.c3d,319,795,C7,710,710
25_1.c3d,319,795,C7,712,712
25_1.c3d,319,795,C7,717,717
25_1.c3d,319,795,C7,722,722
25_1.c3d,319,795,RCA,784,787
25_1.c3d,319,795,RUL,769,769
25_1.c3d,319,795,RUL,790,791
25_1.c3d,319,795,RUL,793,795
89_8.c3d,133,1167,LASIS,133,145
89_8.c3d,133,1167,LPSIS,1134,1167
89_8.c3d,133,1167,C7,1134,1167
89_8.c3d,133,1167,RASIS,133,145
17_3.c3d,1,1685,C7,282,1685
95_8.c3d,1,359,LUL,359,359
98_2.c3d,355,942,C7,935,942
98_2.c3d,355,942,LA,935,942
63_2.c3d,150,581,LASIS,581,581
63_2.c3d,150,581,RASIS,581,581
107_4.c3d,174,458,RGT,174,184
66_6.c3d,276,836,LUL,836,836
166_1.c3d,328,646,C7,646,646
2_1.c3d,536,1003,LASIS,995,1003
2_1.c3d,536,1003,LPSIS,995,1003
149_2.c3d,168,710,C7,708,710
149_2.c3d,168,710,LGT,683,710
149_2.c3d,168,710,LLE,673,710
166_3.c3d,204,466,RPSIS,397,466
166_3.c3d,204,466,LPSIS,397,466
81_3.c3d,313,669,RPSIS,635,669
81_3.c3d,313,669,LLE,658,669
81_3.c3d,313,669,RASIS,635,669
81_3.c3d,313,669,LPSIS,638,669
81_3.c3d,313,669,C7,615,669
81_3.c3d,313,669,RFM,659,669
24_5.c3d,516,1069,RUL,516,524
177_4.c3d,167,781,C7,778,781
130_4.c3d,254,799,LEP,254,254
130_4.c3d,254,799,LCA,254,275
34_1.c3d,1,804,LASIS,762,804
34_1.c3d,1,804,LA,794,804
34_1.c3d,1,804,RPSIS,770,804
34_1.c3d,1,804,LUL,804,804
34_1.c3d,1,804,LLE,785,804
34_1.c3d,1,804,RASIS,748,804
34_1.c3d,1,804,LPSIS,748,804
34_1.c3d,1,804,C7,763,804
34_1.c3d,1,804,LGT,774,804
26_2.c3d,231,606,LUL,606,606
132_10.c3d,267,515,C7,267,268
109_5.c3d,207,609,RLE,207,207
93_6.c3d,593,1457,RUL,1436,1457
150_4.c3d,129,590,RLE,129,164
150_4.c3d,129,590,LASIS,590,590
150_4.c3d,129,590,C7,129,145
150_4.c3d,129,590,RASIS,590,590
73_6.c3d,228,707,LUL,228,228
126_7.c3d,178,608,LFM,599,608
68_4.c3d,410,1365,LEP,410,414
109_7.c3d,180,550,C7,549,550
77_5.c3d,167,571,LUL,569,571
159_4.c3d,1,720,LASIS,1,182
159_4.c3d,1,720,LASIS,688,720
159_4.c3d,1,720,RGT,1,294
159_4.c3d,1,720,C7,1,288
159_4.c3d,1,720,C7,678,720
159_4.c3d,1,720,RUL,1,128
159_4.c3d,1,720,RUL,675,720
159_4.c3d,1,720,LA,1,207
159_4.c3d,1,720,LA,678,720
159_4.c3d,1,720,RLE,1,195
159_4.c3d,1,720,RLE,719,720
159_4.c3d,1,720,LGT,1,209
159_4.c3d,1,720,LGT,702,720
159_4.c3d,1,720,REP,1,107
159_4.c3d,1,720,LCA,1,241
159_4.c3d,1,720,LCA,693,720
159_4.c3d,1,720,LEP,1,214
159_4.c3d,1,720,LEP,686,720
159_4.c3d,1,720,RPSIS,1,237
159_4.c3d,1,720,RPSIS,688,720
159_4.c3d,1,720,RA,1,187
159_4.c3d,1,720,RA,711,720
159_4.c3d,1,720,RASIS,1,188
159_4.c3d,1,720,RASIS,720,720
159_4.c3d,1,720,LFM,1,244
159_4.c3d,1,720,LFM,671,720
159_4.c3d,1,720,LPSIS,1,237
159_4.c3d,1,720,LPSIS,702,720
159_4.c3d,1,720,LUL,1,204
159_4.c3d,1,720,LUL,681,720
159_4.c3d,1,720,RCA,1,191
159_4.c3d,1,720,RFM,1,192
159_4.c3d,1,720,LLE,1,220
159_4.c3d,1,720,LLE,682,720
61_6.c3d,245,578,RGT,577,578
135_5.c3d,165,578,RUL,561,578
94_4.c3d,34,528,RUL,34,73
149_7.c3d,58,483,LLE,478,483
155_2.c3d,229,559,C7,559,559
121_7.c3d,99,491,LFM,478,491
121_7.c3d,99,491,C7,435,491
168_2.c3d,106,663,RPSIS,106,111
168_2.c3d,106,663,RASIS,106,111
46_3.c3d,220,580,LUL,577,580
46_3.c3d,220,580,RUL,565,580
157_12.c3d,1,552,LASIS,1,75
157_12.c3d,1,552,LASIS,528,552
157_12.c3d,1,552,RGT,1,46
157_12.c3d,1,552,RGT,530,552
157_12.c3d,1,552,RUL,1,21
157_12.c3d,1,552,LFM,1,4
157_12.c3d,1,552,REP,1,30
157_12.c3d,1,552,RASIS,1,41
157_12.c3d,1,552,RASIS,528,552
157_12.c3d,1,552,RPSIS,1,68
157_12.c3d,1,552,LEP,1,3
157_12.c3d,1,552,RLE,1,63
157_12.c3d,1,552,RA,1,23
157_12.c3d,1,552,LCA,1,6
157_12.c3d,1,552,LPSIS,1,75
157_12.c3d,1,552,LPSIS,542,552
157_12.c3d,1,552,C7,1,95
157_12.c3d,1,552,RCA,1,25
51_4.c3d,81,416,RGT,81,85
125_6.c3d,222,583,LFM,557,583
125_6.c3d,222,583,LUL,582,583
125_6.c3d,222,583,C7,575,583
160_2.c3d,225,719,LGT,225,234
142_1.c3d,241,715,LASIS,241,241
142_1.c3d,241,715,RASIS,241,241
105_2.c3d,294,672,RGT,294,297
166_4.c3d,327,702,REP,695,702
157_7.c3d,1,711,RFM,563,711
157_7.c3d,1,711,LASIS,594,711
157_7.c3d,1,711,RGT,1,81
157_7.c3d,1,711,RGT,602,711
157_7.c3d,1,711,RUL,1,73
157_7.c3d,1,711,RUL,662,711
157_7.c3d,1,711,LA,1,33
157_7.c3d,1,711,LA,652,711
157_7.c3d,1,711,RPSIS,1,117
157_7.c3d,1,711,RPSIS,685,711
157_7.c3d,1,711,C7,1,119
157_7.c3d,1,711,C7,609,711
157_7.c3d,1,711,REP,1,59
157_7.c3d,1,711,REP,698,711
157_7.c3d,1,711,RASIS,1,132
157_7.c3d,1,711,RASIS,610,711
157_7.c3d,1,711,LEP,1,9
157_7.c3d,1,711,LEP,602,711
157_7.c3d,1,711,LFM,622,711
157_7.c3d,1,711,RA,1,18
157_7.c3d,1,711,RA,706,711
157_7.c3d,1,711,LCA,1,12
157_7.c3d,1,711,LCA,637,711
157_7.c3d,1,711,LPSIS,1,132
157_7.c3d,1,711,LPSIS,594,711
157_7.c3d,1,711,RLE,622,711
157_7.c3d,1,711,LUL,1,15
157_7.c3d,1,711,LUL,596,711
157_7.c3d,1,711,RCA,1,29
157_7.c3d,1,711,LGT,1,22
157_7.c3d,1,711,LGT,587,711
157_7.c3d,1,711,LLE,582,711
22_3.c3d,1102,1812,RUL,1102,1146
63_3.c3d,149,700,LASIS,694,700
63_3.c3d,149,700,RASIS,694,700
122_11.c3d,228,790,LASIS,788,790
122_11.c3d,228,790,RASIS,788,790
157_3.c3d,1,911,RFM,1,203
157_3.c3d,1,911,RFM,821,911
157_3.c3d,1,911,LASIS,1,195
157_3.c3d,1,911,LASIS,788,911
157_3.c3d,1,911,RGT,1,204
157_3.c3d,1,911,RGT,744,911
157_3.c3d,1,911,RUL,1,12
157_3.c3d,1,911,RUL,802,911
157_3.c3d,1,911,LA,1,99
157_3.c3d,1,911,RPSIS,1,113
157_3.c3d,1,911,RPSIS,724,911
157_3.c3d,1,911,C7,1,115
157_3.c3d,1,911,C7,707,911
157_3.c3d,1,911,REP,1,67
157_3.c3d,1,911,REP,791,911
157_3.c3d,1,911,RASIS,1,195
157_3.c3d,1,911,RASIS,785,911
157_3.c3d,1,911,LEP,1,102
157_3.c3d,1,911,LEP,850,911
157_3.c3d,1,911,RLE,1,130
157_3.c3d,1,911,RLE,783,911
157_3.c3d,1,911,RA,1,65
157_3.c3d,1,911,RA,798,911
157_3.c3d,1,911,LCA,1,147
157_3.c3d,1,911,LCA,809,911
157_3.c3d,1,911,LFM,1,147
157_3.c3d,1,911,LFM,802,911
157_3.c3d,1,911,LPSIS,1,114
157_3.c3d,1,911,LPSIS,724,911
157_3.c3d,1,911,LUL,1,91
157_3.c3d,1,911,RCA,1,186
157_3.c3d,1,911,RCA,704,911
157_3.c3d,1,911,LGT,1,76
157_3.c3d,1,911,LGT,817,911
157_3.c3d,1,911,LLE,1,101
157_3.c3d,1,911,LLE,818,911
133_7.c3d,54,453,RUL,54,61
73_3.c3d,284,877,LUL,284,285
19_1.c3d,220,773,RCA,220,223
170_3.c3d,210,822,RGT,210,231
93_4.c3d,781,2518,LUL,2444,2518
93_4.c3d,781,2518,RGT,781,807
93_4.c3d,781,2518,C7,2511,2518
